PX1,YYYYMM
4.0,197802
0.0,197802
3.0,197802
9.0,197802
10.0,197802
50.0,197802
7.0,197802
1.0,197802
15.0,197802
12.0,197802
5.0,197802
5.0,197802
5.0,197802
9.0,197802
6.0,197802
0.0,197802
20.0,197802
10.0,197802
4.0,197802
3.0,197802
9.0,197802
13.0,197802
7.0,197802
5.0,197802
3.0,197802
3.0,197802
0.0,197802
5.0,197802
6.0,197802
5.0,197802
3.0,197802
7.0,197802
7.0,197802
25.0,197802
10.0,197802
0.0,197802
5.0,197802
3.0,197802
5.0,197802
20.0,197802
5.0,197802
12.0,197802
5.0,197802
20.0,197802
7.0,197802
23.0,197802
0.0,197802
7.0,197802
5.0,197802
5.0,197802
0.0,197802
5.0,197802
25.0,197802
5.0,197802
10.0,197802
0.0,197802
5.0,197802
4.0,197802
0.0,197802
7.0,197802
7.0,197802
8.0,197802
10.0,197802
25.0,197802
0.0,197802
1.0,197802
4.0,197802
15.0,197802
20.0,197802
7.0,197802
15.0,197802
5.0,197802
7.0,197802
7.0,197802
10.0,197802
3.0,197802
6.0,197802
15.0,197802
12.0,197802
13.0,197802
7.0,197802
2.0,197802
5.0,197802
5.0,197802
3.0,197802
0.0,197802
5.0,197802
0.0,197802
7.0,197802
20.0,197802
7.0,197802
3.0,197802
33.0,197802
7.0,197802
17.0,197802
7.0,197802
5.0,197802
0.0,197802
6.0,197802
13.0,197802
8.0,197802
10.0,197802
10.0,197802
5.0,197802
13.0,197802
20.0,197802
9.0,197802
6.0,197802
10.0,197802
6.0,197802
7.0,197802
5.0,197802
25.0,197802
15.0,197802
5.0,197802
13.0,197802
3.0,197802
13.0,197802
10.0,197802
1.0,197802
13.0,197802
13.0,197802
15.0,197802
15.0,197802
7.0,197802
13.0,197802
0.0,197802
10.0,197802
0.0,197802
5.0,197802
11.0,197802
6.0,197802
7.0,197802
50.0,197802
7.0,197802
9.0,197802
11.0,197802
5.0,197802
7.0,197802
6.0,197802
5.0,197802
30.0,197802
7.0,197802
0.0,197802
9.0,197802
0.0,197802
2.0,197802
5.0,197802
13.0,197802
5.0,197802
0.0,197802
5.0,197802
5.0,197802
7.0,197802
7.0,197802
3.0,197802
5.0,197802
6.0,197802
7.0,197802
0.0,197802
10.0,197802
15.0,197802
0.0,197802
5.0,197802
50.0,197802
9.0,197802
5.0,197802
1.0,197802
10.0,197802
10.0,197802
6.0,197802
10.0,197802
7.0,197802
5.0,197802
5.0,197802
10.0,197802
17.0,197802
20.0,197802
2.0,197802
5.0,197802
0.0,197802
5.0,197802
7.0,197802
10.0,197802
2.0,197802
3.0,197802
20.0,197802
10.0,197802
10.0,197802
25.0,197802
5.0,197802
10.0,197802
3.0,197802
5.0,197802
5.0,197802
6.0,197802
0.0,197802
5.0,197802
10.0,197802
25.0,197802
10.0,197802
7.0,197802
3.0,197802
5.0,197802
10.0,197802
7.0,197802
7.0,197802
0.0,197802
0.0,197802
0.0,197802
10.0,197802
1.0,197802
0.0,197802
7.0,197802
3.0,197802
20.0,197802
7.0,197802
5.0,197802
50.0,197802
7.0,197802
25.0,197802
3.0,197802
9.0,197802
7.0,197802
10.0,197802
25.0,197802
7.0,197802
2.0,197802
0.0,197802
6.0,197802
3.0,197802
10.0,197802
5.0,197802
7.0,197802
3.0,197802
11.0,197802
7.0,197802
5.0,197802
5.0,197802
5.0,197802
2.0,197802
5.0,197802
8.0,197802
13.0,197802
1.0,197802
5.0,197802
50.0,197802
15.0,197802
5.0,197802
5.0,197802
7.0,197802
0.0,197802
10.0,197802
10.0,197802
30.0,197802
1.0,197802
4.0,197802
7.0,197802
6.0,197802
4.0,197802
5.0,197802
10.0,197802
5.0,197802
15.0,197802
6.0,197802
8.0,197802
10.0,197802
10.0,197802
0.0,197802
5.0,197802
12.0,197802
5.0,197802
2.0,197802
1.0,197802
2.0,197802
10.0,197802
13.0,197802
5.0,197802
5.0,197802
0.0,197802
10.0,197802
3.0,197802
7.0,197802
6.0,197802
10.0,197802
30.0,197802
10.0,197802
3.0,197802
25.0,197802
15.0,197802
5.0,197802
10.0,197802
13.0,197802
5.0,197802
7.0,197802
0.0,197802
0.0,197802
10.0,197802
10.0,197802
3.0,197802
10.0,197802
7.0,197802
7.0,197802
9.0,197802
5.0,197802
9.0,197802
7.0,197802
7.0,197802
20.0,197802
0.0,197802
10.0,197802
25.0,197802
10.0,197802
1.0,197802
5.0,197802
3.0,197802
10.0,197802
9.0,197802
0.0,197802
7.0,197802
20.0,197802
40.0,197802
3.0,197802
5.0,197802
0.0,197802
5.0,197802
10.0,197802
35.0,197802
5.0,197802
2.0,197802
6.0,197802
2.0,197802
5.0,197802
10.0,197802
0.0,197802
25.0,197802
17.0,197802
15.0,197802
0.0,197802
15.0,197802
6.0,197802
10.0,197802
6.0,197802
10.0,197802
5.0,197802
23.0,197802
2.0,197802
5.0,197802
40.0,197802
50.0,197802
15.0,197802
6.0,197802
2.0,197802
0.0,197802
0.0,197802
1.0,197802
13.0,197802
5.0,197802
17.0,197802
10.0,197802
6.0,197802
6.0,197802
13.0,197802
5.0,197802
7.0,197802
10.0,197802
8.0,197802
17.0,197802
7.0,197802
6.0,197802
5.0,197802
7.0,197802
5.0,197802
10.0,197802
7.0,197802
7.0,197802
5.0,197802
3.0,197802
5.0,197802
7.0,197802
10.0,197802
1.0,197802
23.0,197802
20.0,197802
5.0,197802
9.0,197802
10.0,197802
5.0,197802
9.0,197802
5.0,197802
0.0,197802
5.0,197802
18.0,197802
2.0,197802
30.0,197802
8.0,197802
7.0,197802
0.0,197802
3.0,197802
0.0,197802
0.0,197802
5.0,197802
12.0,197802
13.0,197802
10.0,197802
7.0,197802
5.0,197802
3.0,197802
5.0,197802
10.0,197802
0.0,197802
0.0,197802
40.0,197802
10.0,197802
6.0,197802
8.0,197802
6.0,197802
7.0,197802
8.0,197802
0.0,197802
13.0,197802
30.0,197802
11.0,197802
8.0,197802
4.0,197802
10.0,197802
7.0,197802
3.0,197802
15.0,197802
7.0,197802
5.0,197802
13.0,197802
8.0,197802
15.0,197802
9.0,197802
13.0,197802
10.0,197802
30.0,197802
2.0,197802
9.0,197802
7.0,197802
3.0,197802
13.0,197802
10.0,197802
50.0,197802
10.0,197802
7.0,197802
25.0,197802
3.0,197802
7.0,197802
5.0,197802
5.0,197802
7.0,197802
7.0,197802
10.0,197802
1.0,197802
10.0,197802
0.0,197802
4.0,197802
3.0,197802
50.0,197802
6.0,197802
3.0,197802
6.0,197802
3.0,197802
0.0,197802
5.0,197802
2.0,197802
10.0,197802
5.0,197802
15.0,197802
10.0,197802
0.0,197802
5.0,197802
5.0,197802
0.0,197802
20.0,197802
5.0,197802
5.0,197802
16.0,197802
3.0,197802
3.0,197802
4.0,197802
5.0,197802
5.0,197802
3.0,197802
5.0,197802
25.0,197802
5.0,197802
1.0,197802
3.0,197802
5.0,197802
5.0,197802
10.0,197802
0.0,197802
50.0,197802
3.0,197802
2.0,197802
3.0,197802
5.0,197802
1.0,197802
3.0,197802
3.0,197802
8.0,197802
5.0,197802
5.0,197802
7.0,197802
5.0,197802
20.0,197802
0.0,197802
5.0,197802
5.0,197802
7.0,197802
6.0,197802
5.0,197802
10.0,197802
5.0,197802
10.0,197802
13.0,197802
10.0,197802
0.0,197802
5.0,197802
6.0,197802
9.0,197802
5.0,197802
3.0,197802
50.0,197802
2.0,197802
20.0,197802
15.0,197802
5.0,197802
3.0,197802
0.0,197802
10.0,197802
3.0,197802
0.0,197802
3.0,197802
7.0,197802
3.0,197802
3.0,197802
13.0,197802
8.0,197802
5.0,197802
0.0,197802
7.0,197802
0.0,197802
7.0,197802
4.0,197802
6.0,197802
10.0,197802
27.0,197802
0.0,197802
7.0,197802
4.0,197802
3.0,197802
25.0,197802
7.0,197802
20.0,197802
50.0,197802
5.0,197802
0.0,197802
0.0,197802
3.0,197802
2.0,197802
5.0,197802
3.0,197802
5.0,197802
0.0,197802
0.0,197802
3.0,197802
20.0,197802
13.0,197802
1.0,197802
5.0,197802
5.0,197802
0.0,197802
9.0,197802
13.0,197802
5.0,197802
8.0,197802
7.0,197802
2.0,197802
7.0,197802
10.0,197802
10.0,197802
50.0,197802
7.0,197802
10.0,197802
11.0,197802
10.0,197802
8.0,197802
10.0,197802
2.0,197802
8.0,197802
25.0,197802
2.0,197802
1.0,197802
10.0,197802
5.0,197802
10.0,197802
3.0,197802
7.0,197802
5.0,197802
7.0,197802
9.0,197802
0.0,197802
0.0,197802
2.0,197802
3.0,197802
6.0,197802
7.0,197802
0.0,197802
20.0,197802
5.0,197802
9.0,197802
10.0,197802
5.0,197802
25.0,197802
0.0,197802
10.0,197802
5.0,197802
1.0,197802
5.0,197802
3.0,197802
3.0,197802
3.0,197802
10.0,197802
6.0,197802
10.0,197802
5.0,197802
6.0,197802
7.0,197802
5.0,197802
5.0,197802
6.0,197802
7.0,197802
10.0,197802
0.0,197802
3.0,197802
15.0,197802
15.0,197802
3.0,197802
8.0,197802
5.0,197802
2.0,197802
8.0,197802
15.0,197802
15.0,197802
0.0,197802
17.0,197802
8.0,197802
9.0,197802
5.0,197802
10.0,197802
9.0,197802
1.0,197802
0.0,197802
7.0,197802
0.0,197802
7.0,197802
0.0,197802
5.0,197802
4.0,197802
0.0,197802
7.0,197802
0.0,197802
15.0,197802
10.0,197802
6.0,197802
0.0,197802
3.0,197802
2.0,197802
8.0,197802
5.0,197802
10.0,197802
7.0,197802
5.0,197802
8.0,197802
20.0,197802
15.0,197802
9.0,197802
10.0,197802
1.0,197802
5.0,197802
2.0,197802
2.0,197802
6.0,197802
3.0,197802
10.0,197802
7.0,197802
10.0,197802
7.0,197802
15.0,197802
5.0,197802
0.0,197802
0.0,197802
20.0,197802
5.0,197802
2.0,197802
5.0,197802
7.0,197802
6.0,197802
5.0,197802
7.0,197802
3.0,197802
2.0,197802
3.0,197802
5.0,197802
5.0,197802
40.0,197802
10.0,197802
4.0,197802
5.0,197802
5.0,197802
6.0,197802
3.0,197802
27.0,197802
10.0,197802
5.0,197802
5.0,197802
5.0,197802
13.0,197802
5.0,197802
3.0,197802
1.0,197802
7.0,197802
0.0,197802
1.0,197802
7.0,197802
0.0,197802
4.0,197802
12.0,197802
13.0,197802
2.0,197802
0.0,197802
10.0,197802
8.0,197802
25.0,197802
13.0,197802
15.0,197802
0.0,197802
0.0,197802
2.0,197802
13.0,197802
3.0,197802
5.0,197802
9.0,197802
6.0,197802
3.0,197802
0.0,197802
10.0,197802
8.0,197802
7.0,197802
20.0,197802
5.0,197802
23.0,197802
7.0,197802
4.0,197802
7.0,197802
0.0,197802
3.0,197802
3.0,197802
10.0,197802
10.0,197802
3.0,197802
1.0,197802
9.0,197802
0.0,197802
6.0,197802
6.0,197802
3.0,197802
5.0,197802
7.0,197802
7.0,197802
9.0,197802
5.0,197802
0.0,197802
7.0,197802
1.0,197802
5.0,197802
3.0,197802
13.0,197802
5.0,197802
20.0,197802
17.0,197802
3.0,197802
13.0,197802
3.0,197802
5.0,197802
3.0,197802
2.0,197802
7.0,197802
5.0,197802
25.0,197802
5.0,197802
7.0,197802
3.0,197802
10.0,197802
10.0,197802
3.0,197802
3.0,197802
3.0,197802
4.0,197802
3.0,197802
10.0,197802
0.0,197802
0.0,197802
5.0,197802
20.0,197802
3.0,197802
8.0,197802
3.0,197802
6.0,197802
5.0,197802
5.0,197802
5.0,197802
2.0,197802
5.0,197802
7.0,197802
7.0,197802
0.0,197802
7.0,197802
0.0,197802
2.0,197802
5.0,197802
5.0,197802
0.0,197802
0.0,197802
0.0,197802
5.0,197802
5.0,197802
5.0,197802
5.0,197802
1.0,197802
2.0,197802
0.0,197802
2.0,197802
4.0,197802
25.0,197802
5.0,197802
6.0,197802
10.0,197802
50.0,197802
5.0,197802
3.0,197802
7.0,197802
3.0,197802
2.0,197802
3.0,197802
9.0,197802
12.0,197802
5.0,197802
15.0,197802
8.0,197802
15.0,197802
9.0,197802
10.0,197802
4.0,197802
2.0,197802
7.0,197802
10.0,197802
5.0,197802
15.0,197802
6.0,197802
5.0,197802
10.0,197802
7.0,197802
2.0,197802
5.0,197802
1.0,197802
10.0,197802
4.0,197802
3.0,197802
0.0,197802
0.0,197802
3.0,197802
0.0,197802
0.0,197802
10.0,197802
5.0,197802
7.0,197802
5.0,197802
5.0,197802
2.0,197802
5.0,197802
10.0,197802
3.0,197802
0.0,197802
7.0,197802
4.0,197802
9.0,197802
2.0,197802
2.0,197802
0.0,197802
4.0,197802
9.0,197802
0.0,197802
3.0,197802
10.0,197802
8.0,197802
10.0,197802
5.0,197802
17.0,197802
20.0,197802
0.0,197802
3.0,197802
10.0,197802
30.0,197802
5.0,197802
8.0,197802
0.0,197802
7.0,197802
5.0,197802
1.0,197802
0.0,197802
5.0,197802
8.0,197802
7.0,197802
5.0,197802
5.0,197802
3.0,197802
1.0,197802
2.0,197802
7.0,197802
5.0,197802
0.0,197802
7.0,197802
7.0,197802
3.0,197802
8.0,197802
5.0,197802
20.0,197802
0.0,197802
7.0,197802
0.0,197802
5.0,197802
10.0,197802
6.0,197802
11.0,197802
1.0,197802
5.0,197802
3.0,197802
5.0,197802
30.0,197802
7.0,197802
10.0,197802
3.0,197802
1.0,197802
3.0,197802
9.0,197802
11.0,197802
7.0,197802
1.0,197803
0.0,197803
5.0,197803
5.0,197803
13.0,197803
5.0,197803
1.0,197803
0.0,197803
3.0,197803
17.0,197803
9.0,197803
0.0,197803
0.0,197803
10.0,197803
19.0,197803
8.0,197803
7.0,197803
3.0,197803
7.0,197803
10.0,197803
5.0,197803
6.0,197803
5.0,197803
3.0,197803
3.0,197803
6.0,197803
8.0,197803
17.0,197803
25.0,197803
5.0,197803
6.0,197803
6.0,197803
10.0,197803
6.0,197803
1.0,197803
2.0,197803
0.0,197803
1.0,197803
0.0,197803
3.0,197803
3.0,197803
6.0,197803
10.0,197803
0.0,197803
7.0,197803
25.0,197803
0.0,197803
10.0,197803
9.0,197803
1.0,197803
20.0,197803
17.0,197803
7.0,197803
0.0,197803
1.0,197803
20.0,197803
3.0,197803
2.0,197803
10.0,197803
0.0,197803
0.0,197803
2.0,197803
7.0,197803
5.0,197803
8.0,197803
50.0,197803
10.0,197803
0.0,197803
5.0,197803
0.0,197803
7.0,197803
5.0,197803
5.0,197803
6.0,197803
1.0,197803
6.0,197803
3.0,197803
10.0,197803
3.0,197803
0.0,197803
3.0,197803
0.0,197803
4.0,197803
17.0,197803
3.0,197803
3.0,197803
1.0,197803
3.0,197803
12.0,197803
8.0,197803
1.0,197803
7.0,197803
4.0,197803
33.0,197803
0.0,197803
7.0,197803
0.0,197803
6.0,197803
3.0,197803
0.0,197803
3.0,197803
9.0,197803
7.0,197803
7.0,197803
8.0,197803
10.0,197803
5.0,197803
6.0,197803
5.0,197803
10.0,197803
8.0,197803
5.0,197803
8.0,197803
20.0,197803
8.0,197803
50.0,197803
7.0,197803
3.0,197803
4.0,197803
2.0,197803
10.0,197803
3.0,197803
2.0,197803
20.0,197803
10.0,197803
5.0,197803
10.0,197803
3.0,197803
1.0,197803
9.0,197803
0.0,197803
1.0,197803
25.0,197803
2.0,197803
5.0,197803
3.0,197803
10.0,197803
25.0,197803
25.0,197803
10.0,197803
2.0,197803
0.0,197803
10.0,197803
3.0,197803
2.0,197803
2.0,197803
3.0,197803
5.0,197803
35.0,197803
7.0,197803
7.0,197803
1.0,197803
10.0,197803
2.0,197803
3.0,197803
20.0,197803
2.0,197803
1.0,197803
9.0,197803
30.0,197803
10.0,197803
15.0,197803
11.0,197803
10.0,197803
2.0,197803
2.0,197803
2.0,197803
5.0,197803
5.0,197803
5.0,197803
0.0,197803
20.0,197803
4.0,197803
3.0,197803
1.0,197803
20.0,197803
0.0,197803
7.0,197803
1.0,197803
9.0,197803
0.0,197803
23.0,197803
50.0,197803
12.0,197803
50.0,197803
5.0,197803
30.0,197803
6.0,197803
0.0,197803
0.0,197803
1.0,197803
3.0,197803
5.0,197803
33.0,197803
10.0,197803
12.0,197803
7.0,197803
0.0,197803
17.0,197803
6.0,197803
11.0,197803
5.0,197803
3.0,197803
7.0,197803
10.0,197803
10.0,197803
1.0,197803
10.0,197803
20.0,197803
10.0,197803
6.0,197803
3.0,197803
4.0,197803
10.0,197803
0.0,197803
10.0,197803
0.0,197803
1.0,197803
1.0,197803
3.0,197803
5.0,197803
6.0,197803
4.0,197803
1.0,197803
5.0,197803
7.0,197803
50.0,197803
2.0,197803
5.0,197803
4.0,197803
1.0,197803
0.0,197803
0.0,197803
8.0,197803
2.0,197803
10.0,197803
3.0,197803
9.0,197803
5.0,197803
10.0,197803
20.0,197803
6.0,197803
2.0,197803
10.0,197803
6.0,197803
10.0,197803
7.0,197803
0.0,197803
5.0,197803
6.0,197803
5.0,197803
4.0,197803
10.0,197803
5.0,197803
13.0,197803
9.0,197803
5.0,197803
5.0,197803
10.0,197803
13.0,197803
8.0,197803
5.0,197803
0.0,197803
0.0,197803
25.0,197803
3.0,197803
3.0,197803
0.0,197803
3.0,197803
0.0,197803
7.0,197803
7.0,197803
5.0,197803
6.0,197803
10.0,197803
12.0,197803
3.0,197803
9.0,197803
5.0,197803
11.0,197803
10.0,197803
3.0,197803
3.0,197803
7.0,197803
0.0,197803
0.0,197803
7.0,197803
3.0,197803
7.0,197803
13.0,197803
20.0,197803
5.0,197803
6.0,197803
11.0,197803
5.0,197803
4.0,197803
1.0,197803
0.0,197803
3.0,197803
0.0,197803
15.0,197803
10.0,197803
10.0,197803
25.0,197803
5.0,197803
0.0,197803
7.0,197803
7.0,197803
7.0,197803
4.0,197803
5.0,197803
5.0,197803
3.0,197803
7.0,197803
5.0,197803
10.0,197803
10.0,197803
2.0,197803
0.0,197803
7.0,197803
10.0,197803
5.0,197803
7.0,197803
7.0,197803
0.0,197803
0.0,197803
18.0,197803
7.0,197803
10.0,197803
0.0,197803
3.0,197803
5.0,197803
15.0,197803
0.0,197803
6.0,197803
3.0,197803
6.0,197803
7.0,197803
6.0,197803
0.0,197803
0.0,197803
10.0,197803
5.0,197803
5.0,197803
8.0,197803
7.0,197803
10.0,197803
10.0,197803
4.0,197803
1.0,197803
4.0,197803
1.0,197803
7.0,197803
3.0,197803
20.0,197803
5.0,197803
13.0,197803
1.0,197803
5.0,197803
5.0,197803
3.0,197803
0.0,197803
9.0,197803
7.0,197803
6.0,197803
1.0,197803
3.0,197803
10.0,197803
9.0,197803
6.0,197803
2.0,197803
6.0,197803
10.0,197803
4.0,197803
3.0,197803
8.0,197803
6.0,197803
10.0,197803
7.0,197803
0.0,197803
8.0,197803
6.0,197803
3.0,197803
50.0,197803
1.0,197803
0.0,197803
0.0,197803
8.0,197803
3.0,197803
10.0,197803
0.0,197803
9.0,197803
0.0,197803
5.0,197803
8.0,197803
5.0,197803
2.0,197803
50.0,197803
