PX1,YYYYMM
0.0,198412
0.0,198412
-1.0,198412
4.0,198412
-10.0,198412
2.0,198412
0.0,198412
3.0,198412
3.0,198412
7.0,198412
2.0,198412
25.0,198412
0.0,198412
0.0,198412
3.0,198412
4.0,198412
7.0,198412
2.0,198412
5.0,198412
5.0,198412
3.0,198412
5.0,198412
-5.0,198412
5.0,198412
0.0,198412
-5.0,198412
3.0,198412
5.0,198412
5.0,198412
20.0,198412
13.0,198412
2.0,198412
2.0,198412
5.0,198412
0.0,198412
4.0,198412
3.0,198412
0.0,198412
2.0,198412
3.0,198412
1.0,198412
0.0,198412
25.0,198412
5.0,198412
0.0,198412
17.0,198412
3.0,198412
2.0,198412
3.0,198412
16.0,198412
0.0,198412
5.0,198412
10.0,198412
13.0,198412
5.0,198412
0.0,198412
6.0,198412
5.0,198412
10.0,198412
5.0,198412
0.0,198412
1.0,198412
2.0,198412
-4.0,198412
-2.0,198412
5.0,198412
0.0,198412
1.0,198412
15.0,198412
3.0,198412
4.0,198412
3.0,198412
10.0,198412
4.0,198412
0.0,198412
5.0,198412
10.0,198412
8.0,198412
3.0,198412
1.0,198412
5.0,198412
7.0,198412
35.0,198412
5.0,198412
40.0,198412
10.0,198412
-5.0,198412
1.0,198412
-5.0,198412
0.0,198412
3.0,198412
1.0,198412
25.0,198412
2.0,198412
3.0,198412
5.0,198412
1.0,198412
7.0,198412
3.0,198412
0.0,198412
7.0,198412
0.0,198412
5.0,198412
7.0,198412
0.0,198412
5.0,198412
-5.0,198412
0.0,198412
3.0,198412
3.0,198412
0.0,198412
0.0,198412
1.0,198412
4.0,198412
0.0,198412
0.0,198412
2.0,198412
4.0,198412
2.0,198412
0.0,198412
5.0,198412
9.0,198412
3.0,198412
10.0,198412
1.0,198412
5.0,198412
3.0,198412
5.0,198412
10.0,198412
5.0,198412
5.0,198412
3.0,198412
5.0,198412
0.0,198412
0.0,198412
10.0,198412
3.0,198412
10.0,198412
5.0,198412
0.0,198412
0.0,198412
0.0,198412
0.0,198412
1.0,198412
0.0,198412
3.0,198412
5.0,198412
20.0,198412
0.0,198412
4.0,198412
5.0,198412
10.0,198412
7.0,198412
5.0,198412
23.0,198412
6.0,198412
3.0,198412
5.0,198412
1.0,198412
0.0,198412
2.0,198412
1.0,198412
0.0,198412
1.0,198412
5.0,198412
0.0,198412
10.0,198412
5.0,198412
6.0,198412
5.0,198412
7.0,198412
0.0,198412
3.0,198412
1.0,198412
3.0,198412
4.0,198412
5.0,198412
0.0,198412
5.0,198412
1.0,198412
0.0,198412
1.0,198412
20.0,198412
0.0,198412
5.0,198412
5.0,198412
0.0,198412
1.0,198412
4.0,198412
0.0,198412
5.0,198412
10.0,198412
-5.0,198412
2.0,198412
5.0,198412
5.0,198412
25.0,198412
2.0,198412
3.0,198412
3.0,198412
13.0,198412
10.0,198412
2.0,198412
10.0,198412
-10.0,198412
1.0,198412
-2.0,198412
7.0,198412
0.0,198412
0.0,198412
10.0,198412
5.0,198412
5.0,198412
3.0,198412
5.0,198412
5.0,198412
6.0,198412
7.0,198412
0.0,198412
4.0,198412
0.0,198412
5.0,198412
13.0,198412
7.0,198412
10.0,198412
-9.0,198412
1.0,198412
5.0,198412
7.0,198412
5.0,198412
8.0,198412
0.0,198412
1.0,198412
10.0,198412
0.0,198412
2.0,198412
0.0,198412
0.0,198412
0.0,198412
7.0,198412
0.0,198412
5.0,198412
1.0,198412
3.0,198412
0.0,198412
3.0,198412
10.0,198412
7.0,198412
15.0,198412
5.0,198412
8.0,198412
0.0,198412
5.0,198412
0.0,198412
1.0,198412
5.0,198412
3.0,198412
3.0,198412
6.0,198412
5.0,198412
0.0,198412
5.0,198412
2.0,198412
4.0,198412
0.0,198412
7.0,198412
7.0,198412
3.0,198412
10.0,198412
5.0,198412
3.0,198412
7.0,198412
6.0,198412
0.0,198412
3.0,198412
6.0,198412
2.0,198412
10.0,198412
7.0,198412
0.0,198412
2.0,198412
7.0,198412
3.0,198412
0.0,198412
0.0,198412
25.0,198412
1.0,198412
7.0,198412
0.0,198412
0.0,198501
2.0,198501
5.0,198501
3.0,198501
2.0,198501
3.0,198501
0.0,198501
5.0,198501
5.0,198501
3.0,198501
0.0,198501
5.0,198501
3.0,198501
2.0,198501
2.0,198501
2.0,198501
3.0,198501
0.0,198501
20.0,198501
2.0,198501
1.0,198501
1.0,198501
5.0,198501
0.0,198501
0.0,198501
0.0,198501
1.0,198501
0.0,198501
1.0,198501
2.0,198501
0.0,198501
10.0,198501
3.0,198501
0.0,198501
3.0,198501
5.0,198501
5.0,198501
4.0,198501
5.0,198501
0.0,198501
10.0,198501
5.0,198501
0.0,198501
3.0,198501
1.0,198501
0.0,198501
5.0,198501
1.0,198501
5.0,198501
3.0,198501
2.0,198501
3.0,198501
3.0,198501
0.0,198501
0.0,198501
5.0,198501
3.0,198501
0.0,198501
5.0,198501
0.0,198501
5.0,198501
1.0,198501
4.0,198501
0.0,198501
0.0,198501
1.0,198501
5.0,198501
0.0,198501
0.0,198501
0.0,198501
2.0,198501
6.0,198501
4.0,198501
1.0,198501
2.0,198501
4.0,198501
10.0,198501
0.0,198501
4.0,198501
0.0,198501
3.0,198501
5.0,198501
3.0,198501
6.0,198501
0.0,198501
5.0,198501
-2.0,198501
0.0,198501
0.0,198501
5.0,198501
30.0,198501
10.0,198501
5.0,198501
0.0,198501
1.0,198501
5.0,198501
3.0,198501
2.0,198501
0.0,198501
2.0,198501
3.0,198501
3.0,198501
10.0,198501
1.0,198501
15.0,198501
0.0,198501
7.0,198501
5.0,198501
5.0,198501
3.0,198501
20.0,198501
2.0,198501
5.0,198501
0.0,198501
2.0,198501
6.0,198501
2.0,198501
3.0,198501
5.0,198501
0.0,198501
2.0,198501
0.0,198501
7.0,198501
2.0,198501
0.0,198501
3.0,198501
5.0,198501
5.0,198501
0.0,198501
5.0,198501
5.0,198501
7.0,198501
5.0,198501
10.0,198501
3.0,198501
0.0,198501
5.0,198501
-3.0,198501
1.0,198501
3.0,198501
5.0,198501
2.0,198501
5.0,198501
3.0,198501
5.0,198501
5.0,198501
10.0,198501
0.0,198501
8.0,198501
2.0,198501
1.0,198501
2.0,198501
3.0,198501
10.0,198501
1.0,198501
0.0,198501
2.0,198501
6.0,198501
15.0,198501
5.0,198501
20.0,198501
6.0,198501
1.0,198501
0.0,198501
10.0,198501
0.0,198501
6.0,198501
5.0,198501
5.0,198501
0.0,198501
5.0,198501
5.0,198501
0.0,198501
1.0,198501
1.0,198501
0.0,198501
5.0,198501
5.0,198501
5.0,198501
0.0,198501
3.0,198501
3.0,198501
7.0,198501
5.0,198501
5.0,198501
0.0,198501
0.0,198501
0.0,198501
0.0,198501
2.0,198501
2.0,198501
13.0,198501
3.0,198501
-1.0,198501
0.0,198501
7.0,198501
0.0,198501
3.0,198501
1.0,198501
1.0,198501
0.0,198501
-2.0,198501
10.0,198501
50.0,198501
0.0,198501
5.0,198501
2.0,198501
6.0,198501
4.0,198501
5.0,198501
40.0,198501
1.0,198501
0.0,198501
10.0,198501
0.0,198501
0.0,198501
5.0,198501
0.0,198501
5.0,198501
-1.0,198501
3.0,198501
3.0,198501
3.0,198501
2.0,198501
3.0,198501
0.0,198501
10.0,198501
25.0,198501
0.0,198501
0.0,198501
5.0,198501
3.0,198501
2.0,198501
0.0,198501
0.0,198501
3.0,198501
2.0,198501
5.0,198501
5.0,198501
0.0,198501
5.0,198501
5.0,198501
10.0,198501
0.0,198501
3.0,198501
10.0,198501
3.0,198501
12.0,198501
-17.0,198501
3.0,198501
7.0,198501
5.0,198501
0.0,198501
0.0,198501
0.0,198501
5.0,198501
13.0,198501
20.0,198501
5.0,198501
-1.0,198501
3.0,198501
0.0,198501
6.0,198501
10.0,198501
15.0,198501
0.0,198501
0.0,198501
10.0,198501
10.0,198501
0.0,198501
5.0,198501
5.0,198501
3.0,198501
2.0,198501
15.0,198501
0.0,198501
3.0,198501
0.0,198501
1.0,198501
7.0,198501
1.0,198501
2.0,198501
0.0,198501
4.0,198501
-5.0,198501
20.0,198501
10.0,198501
1.0,198501
0.0,198501
5.0,198501
30.0,198501
0.0,198501
1.0,198501
-1.0,198501
8.0,198501
7.0,198501
5.0,198501
1.0,198501
2.0,198501
2.0,198501
1.0,198501
30.0,198501
7.0,198501
2.0,198501
3.0,198501
6.0,198501
1.0,198501
0.0,198501
3.0,198501
5.0,198501
9.0,198501
23.0,198501
7.0,198501
3.0,198501
7.0,198501
5.0,198501
3.0,198501
0.0,198501
0.0,198501
1.0,198501
-3.0,198501
6.0,198501
7.0,198501
13.0,198501
1.0,198501
1.0,198501
2.0,198501
10.0,198501
20.0,198501
27.0,198501
6.0,198501
2.0,198501
1.0,198501
10.0,198501
0.0,198501
8.0,198501
10.0,198501
0.0,198501
10.0,198501
-10.0,198501
1.0,198501
0.0,198501
0.0,198501
3.0,198501
3.0,198501
0.0,198501
7.0,198501
0.0,198501
0.0,198501
1.0,198501
1.0,198501
3.0,198501
0.0,198501
5.0,198501
3.0,198501
8.0,198501
5.0,198501
5.0,198501
8.0,198501
-1.0,198501
1.0,198501
0.0,198501
2.0,198501
4.0,198501
3.0,198501
2.0,198501
3.0,198501
50.0,198501
0.0,198501
3.0,198501
5.0,198501
2.0,198501
10.0,198501
3.0,198501
5.0,198501
0.0,198501
5.0,198501
5.0,198501
1.0,198501
3.0,198501
4.0,198501
3.0,198501
3.0,198501
4.0,198501
23.0,198501
1.0,198501
0.0,198501
3.0,198501
5.0,198501
1.0,198501
0.0,198501
-1.0,198501
3.0,198501
0.0,198501
0.0,198501
4.0,198501
3.0,198501
6.0,198501
0.0,198501
4.0,198501
10.0,198501
-1.0,198501
5.0,198501
1.0,198501
0.0,198501
3.0,198501
3.0,198501
2.0,198501
3.0,198501
3.0,198501
3.0,198501
3.0,198501
4.0,198501
10.0,198501
2.0,198501
15.0,198501
0.0,198501
20.0,198501
1.0,198501
5.0,198501
0.0,198501
4.0,198501
5.0,198501
20.0,198501
5.0,198501
3.0,198501
0.0,198501
1.0,198501
0.0,198501
2.0,198501
7.0,198501
0.0,198501
3.0,198501
30.0,198501
7.0,198501
0.0,198501
3.0,198501
5.0,198501
3.0,198501
1.0,198501
10.0,198501
3.0,198501
0.0,198501
5.0,198501
4.0,198501
5.0,198501
0.0,198501
0.0,198501
0.0,198501
0.0,198501
25.0,198501
0.0,198501
0.0,198501
4.0,198501
2.0,198501
0.0,198501
5.0,198501
2.0,198501
3.0,198501
4.0,198501
5.0,198501
4.0,198501
3.0,198501
3.0,198501
15.0,198501
0.0,198501
5.0,198501
5.0,198501
0.0,198501
-5.0,198501
0.0,198501
3.0,198501
-7.0,198501
4.0,198501
1.0,198501
4.0,198501
50.0,198501
5.0,198501
0.0,198501
0.0,198501
0.0,198501
7.0,198501
10.0,198501
1.0,198501
5.0,198501
13.0,198501
1.0,198501
4.0,198501
5.0,198501
10.0,198501
3.0,198501
1.0,198501
2.0,198501
2.0,198501
4.0,198501
3.0,198501
30.0,198501
0.0,198501
3.0,198501
0.0,198501
0.0,198501
1.0,198501
1.0,198501
10.0,198501
0.0,198501
5.0,198501
3.0,198501
5.0,198501
4.0,198501
1.0,198501
10.0,198501
3.0,198501
2.0,198501
2.0,198501
10.0,198501
0.0,198501
0.0,198501
0.0,198501
3.0,198501
3.0,198501
6.0,198501
5.0,198501
-5.0,198501
5.0,198501
4.0,198501
3.0,198501
3.0,198501
15.0,198501
10.0,198501
3.0,198501
3.0,198501
6.0,198501
0.0,198501
0.0,198501
0.0,198501
0.0,198501
1.0,198501
-1.0,198501
0.0,198501
25.0,198501
0.0,198501
2.0,198501
-25.0,198501
4.0,198501
2.0,198501
0.0,198501
0.0,198501
3.0,198501
7.0,198501
10.0,198501
4.0,198501
3.0,198501
2.0,198501
3.0,198501
13.0,198501
1.0,198501
5.0,198501
3.0,198501
0.0,198501
5.0,198501
2.0,198501
0.0,198501
0.0,198501
1.0,198501
2.0,198501
4.0,198501
5.0,198501
0.0,198501
0.0,198501
4.0,198501
-5.0,198501
7.0,198501
4.0,198501
2.0,198501
11.0,198501
5.0,198501
3.0,198501
-3.0,198501
0.0,198501
5.0,198501
0.0,198501
1.0,198501
1.0,198501
10.0,198501
3.0,198501
4.0,198501
3.0,198501
10.0,198501
0.0,198501
2.0,198501
2.0,198501
1.0,198501
5.0,198501
10.0,198501
2.0,198501
5.0,198501
5.0,198501
5.0,198501
0.0,198501
20.0,198501
3.0,198501
12.0,198501
3.0,198501
3.0,198501
5.0,198501
7.0,198501
5.0,198501
5.0,198501
3.0,198501
0.0,198501
0.0,198502
5.0,198502
-1.0,198502
10.0,198502
5.0,198502
-10.0,198502
40.0,198502
3.0,198502
5.0,198502
1.0,198502
5.0,198502
3.0,198502
0.0,198502
5.0,198502
0.0,198502
0.0,198502
0.0,198502
10.0,198502
0.0,198502
5.0,198502
17.0,198502
3.0,198502
3.0,198502
1.0,198502
0.0,198502
5.0,198502
2.0,198502
5.0,198502
3.0,198502
3.0,198502
0.0,198502
7.0,198502
9.0,198502
17.0,198502
3.0,198502
0.0,198502
4.0,198502
0.0,198502
0.0,198502
5.0,198502
5.0,198502
3.0,198502
1.0,198502
4.0,198502
5.0,198502
5.0,198502
0.0,198502
0.0,198502
1.0,198502
0.0,198502
1.0,198502
0.0,198502
5.0,198502
2.0,198502
1.0,198502
5.0,198502
3.0,198502
1.0,198502
3.0,198502
1.0,198502
2.0,198502
5.0,198502
8.0,198502
0.0,198502
0.0,198502
4.0,198502
3.0,198502
3.0,198502
0.0,198502
25.0,198502
0.0,198502
5.0,198502
3.0,198502
3.0,198502
0.0,198502
3.0,198502
7.0,198502
3.0,198502
10.0,198502
2.0,198502
5.0,198502
1.0,198502
5.0,198502
3.0,198502
0.0,198502
5.0,198502
5.0,198502
5.0,198502
1.0,198502
50.0,198502
0.0,198502
5.0,198502
17.0,198502
0.0,198502
3.0,198502
1.0,198502
8.0,198502
9.0,198502
2.0,198502
3.0,198502
-10.0,198502
3.0,198502
5.0,198502
5.0,198502
3.0,198502
0.0,198502
3.0,198502
2.0,198502
5.0,198502
5.0,198502
2.0,198502
1.0,198502
0.0,198502
10.0,198502
10.0,198502
0.0,198502
4.0,198502
0.0,198502
7.0,198502
5.0,198502
3.0,198502
0.0,198502
25.0,198502
10.0,198502
1.0,198502
5.0,198502
2.0,198502
0.0,198502
10.0,198502
0.0,198502
10.0,198502
10.0,198502
13.0,198502
0.0,198502
5.0,198502
5.0,198502
1.0,198502
5.0,198502
4.0,198502
1.0,198502
25.0,198502
15.0,198502
5.0,198502
-5.0,198502
1.0,198502
10.0,198502
1.0,198502
27.0,198502
0.0,198502
5.0,198502
3.0,198502
3.0,198502
5.0,198502
5.0,198502
1.0,198502
5.0,198502
0.0,198502
0.0,198502
4.0,198502
-7.0,198502
5.0,198502
7.0,198502
3.0,198502
1.0,198502
7.0,198502
3.0,198502
30.0,198502
3.0,198502
10.0,198502
7.0,198502
7.0,198502
0.0,198502
2.0,198502
0.0,198502
0.0,198502
1.0,198502
9.0,198502
1.0,198502
0.0,198502
3.0,198502
4.0,198502
8.0,198502
2.0,198502
7.0,198502
8.0,198502
8.0,198502
0.0,198502
6.0,198502
3.0,198502
5.0,198502
5.0,198502
0.0,198502
5.0,198502
10.0,198502
0.0,198502
7.0,198502
0.0,198502
10.0,198502
1.0,198502
3.0,198502
5.0,198502
1.0,198502
1.0,198502
5.0,198502
50.0,198502
3.0,198502
0.0,198502
10.0,198502
10.0,198502
49.0,198502
1.0,198502
1.0,198502
7.0,198502
5.0,198502
10.0,198502
6.0,198502
3.0,198502
5.0,198502
10.0,198502
0.0,198502
0.0,198502
8.0,198502
3.0,198502
10.0,198502
3.0,198502
23.0,198502
25.0,198502
5.0,198502
5.0,198502
3.0,198502
7.0,198502
5.0,198502
10.0,198502
0.0,198502
0.0,198502
1.0,198502
30.0,198502
13.0,198502
0.0,198502
2.0,198502
10.0,198502
5.0,198502
7.0,198502
4.0,198502
10.0,198502
0.0,198502
9.0,198502
0.0,198502
3.0,198502
5.0,198502
3.0,198502
0.0,198502
0.0,198502
-1.0,198502
2.0,198502
7.0,198502
3.0,198502
3.0,198502
13.0,198502
0.0,198502
10.0,198502
7.0,198502
3.0,198502
0.0,198502
3.0,198502
3.0,198502
5.0,198502
3.0,198502
50.0,198502
0.0,198502
10.0,198502
0.0,198502
7.0,198502
10.0,198502
40.0,198502
0.0,198502
10.0,198502
10.0,198502
3.0,198502
10.0,198502
4.0,198502
5.0,198502
0.0,198502
5.0,198502
10.0,198502
3.0,198502
3.0,198502
0.0,198502
5.0,198502
2.0,198502
-5.0,198502
4.0,198502
5.0,198502
3.0,198502
10.0,198502
0.0,198502
0.0,198502
5.0,198502
0.0,198502
0.0,198502
7.0,198502
0.0,198502
5.0,198502
3.0,198502
3.0,198502
5.0,198502
10.0,198502
0.0,198502
5.0,198502
3.0,198502
4.0,198502
2.0,198502
10.0,198502
1.0,198502
0.0,198502
5.0,198502
0.0,198502
50.0,198502
0.0,198502
3.0,198502
4.0,198502
5.0,198502
0.0,198502
0.0,198502
6.0,198502
10.0,198502
2.0,198502
10.0,198502
0.0,198502
3.0,198502
-10.0,198502
1.0,198502
1.0,198502
0.0,198502
3.0,198502
0.0,198502
1.0,198502
1.0,198502
7.0,198502
1.0,198502
20.0,198502
1.0,198502
0.0,198502
0.0,198502
2.0,198502
10.0,198502
1.0,198502
2.0,198502
5.0,198502
3.0,198502
1.0,198502
20.0,198502
-3.0,198502
0.0,198502
5.0,198502
4.0,198502
2.0,198502
2.0,198502
3.0,198502
3.0,198502
2.0,198502
0.0,198502
3.0,198502
0.0,198502
0.0,198502
0.0,198502
6.0,198502
1.0,198502
3.0,198502
0.0,198502
5.0,198502
-3.0,198502
1.0,198502
0.0,198502
5.0,198502
3.0,198502
0.0,198502
0.0,198502
2.0,198502
4.0,198502
5.0,198502
3.0,198502
0.0,198502
4.0,198502
5.0,198502
3.0,198502
0.0,198502
0.0,198502
11.0,198502
3.0,198502
1.0,198502
0.0,198502
5.0,198502
2.0,198502
2.0,198502
3.0,198502
11.0,198502
-3.0,198502
10.0,198502
4.0,198502
10.0,198502
0.0,198502
5.0,198502
5.0,198502
0.0,198502
3.0,198502
0.0,198502
10.0,198502
3.0,198502
0.0,198502
0.0,198502
0.0,198502
1.0,198502
5.0,198502
10.0,198502
10.0,198502
3.0,198502
20.0,198502
0.0,198502
5.0,198502
15.0,198502
-2.0,198502
-1.0,198502
3.0,198502
1.0,198502
0.0,198502
0.0,198502
5.0,198502
3.0,198502
0.0,198502
3.0,198502
0.0,198502
3.0,198502
0.0,198502
-3.0,198502
0.0,198502
4.0,198502
0.0,198502
0.0,198502
2.0,198502
10.0,198502
3.0,198502
0.0,198502
0.0,198502
0.0,198502
-3.0,198502
3.0,198502
1.0,198502
15.0,198502
3.0,198502
7.0,198502
0.0,198502
3.0,198502
10.0,198502
5.0,198502
5.0,198502
2.0,198502
7.0,198502
0.0,198502
-10.0,198502
15.0,198502
25.0,198502
3.0,198502
4.0,198502
1.0,198502
3.0,198502
0.0,198502
0.0,198502
4.0,198502
3.0,198502
2.0,198502
2.0,198502
2.0,198502
1.0,198502
2.0,198502
0.0,198502
3.0,198502
5.0,198502
3.0,198502
0.0,198502
3.0,198502
5.0,198502
0.0,198502
3.0,198502
3.0,198502
5.0,198502
2.0,198502
2.0,198502
-3.0,198502
3.0,198502
3.0,198502
3.0,198502
0.0,198502
3.0,198502
5.0,198502
10.0,198502
10.0,198502
3.0,198502
6.0,198502
1.0,198502
6.0,198502
3.0,198502
3.0,198502
13.0,198502
2.0,198502
2.0,198502
2.0,198502
4.0,198502
5.0,198502
1.0,198502
3.0,198502
10.0,198502
3.0,198502
3.0,198502
15.0,198502
3.0,198502
3.0,198502
0.0,198502
0.0,198502
0.0,198502
0.0,198502
5.0,198502
1.0,198502
0.0,198502
-2.0,198502
10.0,198502
2.0,198502
0.0,198502
4.0,198502
5.0,198502
-5.0,198502
5.0,198502
4.0,198502
3.0,198502
1.0,198502
5.0,198502
10.0,198502
0.0,198502
0.0,198502
3.0,198502
7.0,198502
1.0,198502
20.0,198502
2.0,198502
0.0,198502
1.0,198502
5.0,198502
2.0,198502
25.0,198502
5.0,198502
3.0,198502
3.0,198502
2.0,198502
5.0,198502
10.0,198502
5.0,198502
9.0,198502
1.0,198502
3.0,198502
4.0,198502
10.0,198502
3.0,198502
0.0,198502
2.0,198502
5.0,198502
3.0,198502
0.0,198502
4.0,198502
0.0,198502
10.0,198502
0.0,198502
0.0,198502
1.0,198502
2.0,198502
1.0,198502
1.0,198502
0.0,198502
5.0,198502
7.0,198502
0.0,198502
5.0,198502
0.0,198502
3.0,198502
10.0,198502
3.0,198502
20.0,198502
5.0,198502
0.0,198502
7.0,198502
6.0,198502
10.0,198502
2.0,198502
5.0,198502
5.0,198502
4.0,198502
3.0,198502
2.0,198502
3.0,198502
7.0,198502
15.0,198502
5.0,198502
3.0,198502
5.0,198502
0.0,198502
0.0,198502
10.0,198502
5.0,198502
0.0,198502
7.0,198502
3.0,198502
0.0,198502
2.0,198502
5.0,198502
7.0,198502
0.0,198502
0.0,198502
4.0,198502
1.0,198502
2.0,198502
10.0,198502
5.0,198502
0.0,198502
0.0,198502
1.0,198502
5.0,198502
0.0,198502
4.0,198502
0.0,198502
5.0,198502
3.0,198502
0.0,198503
6.0,198503
1.0,198503
-1.0,198503
0.0,198503
5.0,198503
3.0,198503
5.0,198503
-2.0,198503
20.0,198503
3.0,198503
19.0,198503
0.0,198503
0.0,198503
50.0,198503
13.0,198503
2.0,198503
50.0,198503
1.0,198503
3.0,198503
2.0,198503
3.0,198503
10.0,198503
6.0,198503
0.0,198503
1.0,198503
5.0,198503
0.0,198503
3.0,198503
0.0,198503
2.0,198503
1.0,198503
2.0,198503
3.0,198503
4.0,198503
1.0,198503
0.0,198503
1.0,198503
0.0,198503
10.0,198503
10.0,198503
1.0,198503
25.0,198503
3.0,198503
5.0,198503
0.0,198503
15.0,198503
7.0,198503
2.0,198503
13.0,198503
0.0,198503
2.0,198503
0.0,198503
3.0,198503
1.0,198503
0.0,198503
4.0,198503
9.0,198503
2.0,198503
0.0,198503
0.0,198503
20.0,198503
5.0,198503
0.0,198503
1.0,198503
6.0,198503
5.0,198503
0.0,198503
-5.0,198503
5.0,198503
15.0,198503
0.0,198503
3.0,198503
0.0,198503
20.0,198503
13.0,198503
1.0,198503
0.0,198503
5.0,198503
0.0,198503
10.0,198503
5.0,198503
10.0,198503
4.0,198503
10.0,198503
3.0,198503
1.0,198503
0.0,198503
10.0,198503
0.0,198503
0.0,198503
10.0,198503
2.0,198503
20.0,198503
2.0,198503
1.0,198503
5.0,198503
3.0,198503
0.0,198503
2.0,198503
1.0,198503
7.0,198503
3.0,198503
0.0,198503
-7.0,198503
3.0,198503
4.0,198503
15.0,198503
0.0,198503
23.0,198503
5.0,198503
7.0,198503
3.0,198503
1.0,198503
0.0,198503
6.0,198503
0.0,198503
2.0,198503
5.0,198503
10.0,198503
0.0,198503
1.0,198503
5.0,198503
0.0,198503
0.0,198503
2.0,198503
20.0,198503
0.0,198503
0.0,198503
12.0,198503
3.0,198503
-25.0,198503
7.0,198503
0.0,198503
5.0,198503
5.0,198503
9.0,198503
0.0,198503
3.0,198503
5.0,198503
3.0,198503
2.0,198503
0.0,198503
5.0,198503
3.0,198503
5.0,198503
3.0,198503
0.0,198503
10.0,198503
3.0,198503
5.0,198503
2.0,198503
4.0,198503
2.0,198503
5.0,198503
10.0,198503
1.0,198503
0.0,198503
30.0,198503
13.0,198503
10.0,198503
3.0,198503
5.0,198503
1.0,198503
0.0,198503
2.0,198503
0.0,198503
1.0,198503
3.0,198503
5.0,198503
5.0,198503
0.0,198503
0.0,198503
2.0,198503
9.0,198503
0.0,198503
0.0,198503
5.0,198503
0.0,198503
5.0,198503
0.0,198503
5.0,198503
5.0,198503
0.0,198503
5.0,198503
12.0,198503
0.0,198503
10.0,198503
5.0,198503
1.0,198503
0.0,198503
5.0,198503
5.0,198503
0.0,198503
0.0,198503
0.0,198503
3.0,198503
50.0,198503
10.0,198503
3.0,198503
0.0,198503
5.0,198503
4.0,198503
0.0,198503
0.0,198503
0.0,198503
5.0,198503
3.0,198503
3.0,198503
1.0,198503
0.0,198503
1.0,198503
20.0,198503
3.0,198503
0.0,198503
0.0,198503
5.0,198503
9.0,198503
5.0,198503
7.0,198503
3.0,198503
1.0,198503
3.0,198503
15.0,198503
2.0,198503
7.0,198503
6.0,198503
-10.0,198503
5.0,198503
2.0,198503
4.0,198503
15.0,198503
5.0,198503
5.0,198503
5.0,198503
6.0,198503
1.0,198503
2.0,198503
25.0,198503
7.0,198503
5.0,198503
3.0,198503
17.0,198503
10.0,198503
0.0,198503
4.0,198503
0.0,198503
5.0,198503
5.0,198503
5.0,198503
7.0,198503
0.0,198503
3.0,198503
15.0,198503
3.0,198503
5.0,198503
0.0,198503
4.0,198503
6.0,198503
5.0,198503
10.0,198503
3.0,198503
1.0,198503
3.0,198503
-5.0,198503
2.0,198503
0.0,198503
0.0,198503
10.0,198503
3.0,198503
4.0,198503
0.0,198503
3.0,198503
3.0,198503
5.0,198503
1.0,198503
1.0,198503
3.0,198503
15.0,198503
10.0,198503
1.0,198503
0.0,198503
0.0,198503
3.0,198503
-20.0,198503
1.0,198503
0.0,198503
20.0,198503
13.0,198503
5.0,198503
3.0,198503
0.0,198503
10.0,198503
0.0,198503
2.0,198503
7.0,198503
3.0,198503
5.0,198503
3.0,198503
8.0,198503
7.0,198503
0.0,198503
5.0,198503
-5.0,198503
3.0,198503
1.0,198503
5.0,198503
3.0,198503
0.0,198503
0.0,198503
2.0,198503
15.0,198503
5.0,198503
3.0,198503
0.0,198503
0.0,198503
1.0,198503
6.0,198503
5.0,198503
5.0,198503
0.0,198503
4.0,198503
5.0,198503
25.0,198503
3.0,198503
1.0,198503
3.0,198503
3.0,198503
3.0,198503
3.0,198503
6.0,198503
0.0,198503
3.0,198503
5.0,198503
15.0,198503
-2.0,198503
3.0,198503
0.0,198503
5.0,198503
0.0,198503
1.0,198503
1.0,198503
6.0,198503
1.0,198503
1.0,198503
5.0,198503
3.0,198503
2.0,198503
5.0,198503
25.0,198503
5.0,198503
5.0,198503
7.0,198503
0.0,198503
0.0,198503
5.0,198503
5.0,198503
7.0,198503
2.0,198503
3.0,198503
0.0,198503
0.0,198503
5.0,198503
2.0,198503
10.0,198503
5.0,198503
2.0,198503
5.0,198503
7.0,198503
3.0,198503
5.0,198503
-5.0,198503
3.0,198503
3.0,198503
10.0,198503
7.0,198503
0.0,198503
3.0,198503
0.0,198503
1.0,198503
2.0,198503
2.0,198503
3.0,198503
5.0,198503
2.0,198503
0.0,198503
10.0,198503
7.0,198503
3.0,198503
10.0,198503
5.0,198503
0.0,198503
5.0,198503
2.0,198503
5.0,198503
10.0,198503
5.0,198503
15.0,198503
3.0,198503
3.0,198503
0.0,198503
0.0,198503
5.0,198503
10.0,198503
10.0,198503
0.0,198503
3.0,198503
0.0,198503
3.0,198503
1.0,198503
1.0,198503
0.0,198503
5.0,198503
1.0,198503
3.0,198503
3.0,198503
6.0,198503
0.0,198503
5.0,198503
4.0,198503
0.0,198503
5.0,198503
3.0,198503
0.0,198503
17.0,198503
25.0,198503
1.0,198503
4.0,198503
0.0,198503
6.0,198503
0.0,198503
3.0,198503
3.0,198503
0.0,198503
5.0,198503
0.0,198503
0.0,198503
3.0,198503
4.0,198503
5.0,198503
2.0,198503
10.0,198503
10.0,198503
10.0,198503
10.0,198503
13.0,198503
0.0,198503
15.0,198503
7.0,198503
10.0,198503
3.0,198503
0.0,198503
3.0,198503
3.0,198503
7.0,198503
20.0,198503
1.0,198503
7.0,198503
0.0,198503
0.0,198503
