year,month,PX1,YYYYMM
2002,6,2.838862559241706,200206
2002,7,2.5902777777777777,200207
2002,8,2.4941995359628772,200208
2002,9,2.875,200209
2002,10,2.792452830188679,200210
2002,11,2.4708624708624707,200211
2002,12,2.4123222748815167,200212
2003,1,2.4123006833712983,200301
2003,2,3.140845070422535,200302
2003,3,3.645933014354067,200303
2003,4,2.6554054054054053,200304
2003,5,2.55632183908046,200305
2003,6,2.384259259259259,200306
2003,7,2.167816091954023,200307
2003,8,2.643192488262911,200308
2003,9,3.331818181818182,200309
2003,10,3.020501138952164,200310
2003,11,3.015801354401806,200311
2003,12,2.7290748898678414,200312
2004,1,2.672686230248307,200401
2004,2,2.9572072072072073,200402
2004,3,3.4128440366972477,200403
2004,4,3.86013986013986,200404
2004,5,3.9570135746606336,200405
2004,6,3.8555555555555556,200406
2004,7,3.476297968397291,200407
2004,8,2.9644444444444447,200408
2004,9,3.0988235294117645,200409
2004,10,3.4942528735632186,200410
2004,11,3.262921348314607,200411
2004,12,3.3004484304932737,200412
2005,1,3.2986425339366514,200501
2005,2,3.3110599078341014,200502
2005,3,3.8052256532066506,200503
2005,4,3.98868778280543,200504
2005,5,3.734065934065934,200505
2005,6,3.940659340659341,200506
2005,7,3.560810810810811,200507
2005,8,3.6881959910913142,200508
2005,9,5.306997742663657,200509
2005,10,5.541387024608501,200510
2005,11,4.2727272727272725,200511
2005,12,4.0130151843817785,200512
2006,1,3.640969162995595,200601
2006,2,3.625560538116592,200602
2006,3,3.7551487414187643,200603
2006,4,4.3657407407407405,200604
2006,5,4.602247191011236,200605
2006,6,4.333333333333333,200606
2006,7,3.7847533632286994,200607
2006,8,4.5950782997762865,200608
2006,9,3.627450980392157,200609
2006,10,3.481720430107527,200610
2006,11,3.3296943231441047,200611
2006,12,3.3974358974358974,200612
2007,1,3.4913419913419914,200701
2007,2,3.621380846325167,200702
2007,3,3.5844444444444443,200703
2007,4,3.8471615720524017,200704
2007,5,4.228506787330317,200705
2007,6,4.042505592841163,200706
2007,7,4.206971677559912,200707
2007,8,3.974654377880184,200708
2007,9,3.831877729257642,200709
2007,10,3.5770114942528735,200710
2007,11,4.3927765237020315,200711
2007,12,4.34096109839817,200712
2008,1,3.970183486238532,200801
2008,2,3.893181818181818,200802
2008,3,4.802222222222222,200803
2008,4,5.5479452054794525,200804
2008,5,6.951388888888889,200805
2008,6,6.445475638051044,200806
2008,7,6.360919540229885,200807
2008,8,4.995412844036697,200808
2008,9,4.467561521252796,200809
2008,10,4.0961098398169336,200810
2008,11,2.721461187214612,200811
2008,12,1.1523605150214593,200812
2009,1,2.02027027027027,200901
2009,2,1.4864864864864864,200902
2009,3,1.8310810810810811,200903
2009,4,2.7804878048780486,200904
2009,5,2.9192825112107625,200905
2009,6,3.5879732739420938,200906
2009,7,3.418552036199095,200907
2009,8,2.7266811279826464,200908
2009,9,2.6528384279475983,200909
2009,10,2.997826086956522,200910
2009,11,2.9551282051282053,200911
2009,12,2.8923076923076922,200912
2010,1,3.3466666666666667,201001
2010,2,3.472885032537961,201002
2010,3,3.3333333333333335,201003
2010,4,3.7866666666666666,201004
2010,5,3.8715203426124196,201005
2010,6,3.359030837004405,201006
2010,7,3.1596452328159645,201007
2010,8,3.3248407643312103,201008
2010,9,2.9684684684684686,201009
2010,10,3.281449893390192,201010
2010,11,3.4217391304347826,201011
2010,12,3.7653276955602535,201012
2011,1,4.2813852813852815,201101
2011,2,4.366071428571429,201102
2011,3,5.154545454545454,201103
2011,4,5.289823008849558,201104
2011,5,4.683371298405467,201105
2011,6,4.320796460176991,201106
2011,7,4.327868852459017,201107
2011,8,4.3271889400921655,201108
2011,9,4.2494623655913975,201109
2011,10,3.982570806100218,201110
2011,11,3.935064935064935,201111
2011,12,3.591517857142857,201112
2012,1,4.0777777777777775,201201
2012,2,3.892134831460674,201202
2012,3,4.638636363636364,201203
2012,4,3.8408071748878925,201204
2012,5,3.517777777777778,201205
2012,6,3.506787330316742,201206
2012,7,3.8308026030368763,201207
2012,8,4.342281879194631,201208
2012,9,4.282327586206897,201209
2012,10,4.173814898419865,201210
2012,11,3.778781038374718,201211
2012,12,3.825221238938053,201212
2013,1,4.336980306345733,201301
2013,2,4.358108108108108,201302
2013,3,3.927601809954751,201303
2013,4,3.9565217391304346,201304
2013,5,4.0568927789934355,201305
2013,6,3.6784140969162995,201306
2013,7,3.9615384615384617,201307
2013,8,4.10752688172043,201308
2013,9,4.014957264957265,201309
2013,10,3.5610278372591004,201310
2013,11,3.6616702355460387,201311
2013,12,3.7051282051282053,201312
2014,1,3.835117773019272,201401
2014,2,4.161637931034483,201402
2014,3,4.056399132321041,201403
2014,4,4.075757575757576,201404
2014,5,4.253763440860215,201405
2014,6,3.590909090909091,201406
2014,7,3.9803063457330414,201407
2014,8,3.8814655172413794,201408
2014,9,3.746808510638298,201409
2014,10,3.3595744680851065,201410
2014,11,2.9739696312364425,201411
2014,12,2.953846153846154,201412
2015,1,2.653927813163482,201501
2015,2,3.0109649122807016,201502
2015,3,3.4301075268817205,201503
2015,4,3.159827213822894,201504
2015,5,3.1970021413276233,201505
2015,6,3.365180467091295,201506
2015,7,3.596949891067538,201507
2015,8,3.3859649122807016,201508
2015,9,3.075593952483801,201509
2015,10,3.2989247311827956,201510
2015,11,3.202991452991453,201511
2015,12,2.8383620689655173,201512
2016,1,3.0739130434782607,201601
2016,2,2.787941787941788,201602
2016,3,3.142570281124498,201603
2016,4,3.222672064777328,201604
2016,5,2.9593810444874276,201605
2016,6,2.983086680761099,201606
2016,7,3.096774193548387,201607
2016,8,2.890625,201608
2016,9,2.916201117318436,201609
2016,10,2.9774436090225564,201610
2016,11,2.953125,201611
2016,12,2.731663685152057,201612
2017,1,2.998217468805704,201701
2017,2,3.225225225225225,201702
2017,3,3.0687732342007434,201703
2017,4,2.850799289520426,201704
2017,5,2.9735449735449735,201705
2017,6,3.0989208633093526,201706
2017,7,2.835740072202166,201707
2017,8,3.00709219858156,201708
2017,9,3.11754068716094,201709
2017,10,2.9190647482014387,201710
2017,11,2.9,201711
2017,12,3.0107334525939176,201712
2018,1,2.9583333333333335,201801
2018,2,3.019197207678883,201802
2018,3,3.211965811965812,201803
2018,4,3.196779964221825,201804
2018,5,3.202821869488536,201805
2018,6,3.4881602914389798,201806
2018,7,3.517367458866545,201807
2018,8,3.4660550458715598,201808
2018,9,3.214162348877375,201809
2018,10,3.5335753176043556,201810
2018,11,3.2054545454545456,201811
2018,12,3.169090909090909,201812
2019,1,2.806859205776173,201901
2019,2,3.0017953321364454,201902
2019,3,2.851590106007067,201903
2019,4,3.0268817204301075,201904
2019,5,3.3530465949820787,201905
2019,6,3.418018018018018,201906
2019,7,3.142095914742451,201907
2019,8,3.324468085106383,201908
2019,9,3.3089285714285714,201909
2019,10,2.903973509933775,201910
2019,11,2.96763202725724,201911
2019,12,2.7003424657534247,201912
2020,1,2.703448275862069,202001
2020,2,2.7010489510489513,202002
2020,3,2.4992076069730587,202003
2020,4,2.2267657992565058,202004
2020,5,2.9501845018450186,202005
2020,6,3.183673469387755,202006
2020,7,3.3731060606060606,202007
2020,8,3.386776859504132,202008
2020,9,3.069469835466179,202009
2020,10,2.821818181818182,202010
2020,11,2.9612546125461257,202011
2020,12,3.101145038167939,202012
2021,1,3.647834274952919,202101
2021,2,4.318435754189944,202102
2021,3,4.3021032504780115,202103
2021,4,4.324427480916031,202104
2021,5,5.5893536121673,202105
